,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
330010,1203.4651,Baoxiang Wang,"Michael Ruzhansky, Mitsuru Sugimoto, Baoxiang Wang",Modulation Spaces and Nonlinear Evolution Equations,"to appear in Evolution Equations of Hyperbolic and Schr\""odinger
  Type, Progress in Mathematics, Vol.301, Springer, 2012",,,,math.AP math.FA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We survey some recent progress on modulation spaces and the well-posedness
results for a class of nonlinear evolution equations by using the
frequency-uniform localization techniques.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 04:27:30 GMT'}]",2012-03-22,"[['Ruzhansky', 'Michael', ''], ['Sugimoto', 'Mitsuru', ''], ['Wang', 'Baoxiang', '']]"
330011,1203.4652,Han-Yong Choi,Han-Yong Choi,"Comments on the d-wave pairing mechanism for cuprate high $T_c$
  superconductors: Higher is different?","Invited review article published in the Journal of Korean Physical
  Society; several typos corrected and a few comments and references added","J. Kor. Phys. Soc. 60, 978 (2012)",10.3938/jkps.60.978,,cond-mat.supr-con,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The question of pairing glue for the cuprate superconductors (SC)is revisited
and its determination through the angle resolved photo-emission spectroscopy
(ARPES) is discussed in detail. There are two schools of thoughts about the
pairing glue question: One argues that superconductivity in the cuprates
emerges out of doping the spin singlet resonating valence bond (RVB) state.
Since singlet pairs are already formed in the RVB state there is no need for
additional boson glue to pair the electrons. The other instead suggests that
the d-wave pairs are mediated by the collective bosons like the conventional
low $T_c$ SC with the alteration that the phonons are replaced by another kind
of bosons ranging from the antiferromagnetic (AF) to loop current fluctuations.
An approach to resolve this dispute is to determine the frequency and momentum
dependences of the diagonal and off-diagonal self-energies directly from
experiments like the McMillan-Rowell procedure for the conventional SC. In that
a simple d-wave BCS theory describes superconducting properties of the cuprates
well, the Eliashberg analysis of well designed high resolution experimental
data will yield the crucial frequency and momentum dependences of the
self-energies. This line of approach using ARPES are discussed in more detail
in this review, and some remaining problems are commented.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 04:43:39 GMT'}, {'version': 'v2', 'created': 'Mon, 16 Apr 2012 03:28:03 GMT'}]",2012-04-17,"[['Choi', 'Han-Yong', '']]"
330012,1203.4653,Sherry H.F.  Yan,Sherry H. F. Yan and Yuexiao Xu,Alternating permutations with restrictions and standard Young tableaux,,,,,math.CO,http://creativecommons.org/licenses/by-nc-sa/3.0/,"  In this paper, we give bijections between the set of 4123-avoiding down-up
alternating permutations of length $2n$ and the set of standard Young tableaux
of shape $(n,n,n)$, and between the set of 4123-avoiding down-up alternating
permutations of length $2n-1$ and the set of shifted standard Young tableaux of
shape $(n+1, n, n-1)$ via an intermediate structure of Yamanouchi words.
Moreover, we get the enumeration of 4123-avoiding up-down alternating
permutations of even and odd length by presenting bijections between
4123-avoiding up-down alternating permutations and standard Young tableaux.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 04:52:35 GMT'}]",2012-03-22,"[['Yan', 'Sherry H. F.', ''], ['Xu', 'Yuexiao', '']]"
330013,1203.4654,Motohiko Ezawa,Motohiko Ezawa,Dirac Theory and Topological Phases of Silicon Nanotube,"5 pages, 5 figures","Europhysics Letters 98, 67001 (2012)",10.1209/0295-5075/98/67001,,cond-mat.mes-hall cond-mat.mtrl-sci,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Silicon nanotube is constructed by rolling up a silicene, i.e., a monolayer
of silicon atoms forming a two-dimensional honeycomb lattice. It is a
semiconductor or an insulator owing to relatively large spin-orbit interactions
induced by its buckled structure. The key observation is that this buckled
structure allows us to control the band structure by applying electric field
$E_z$. When $E_z$ is larger than a certain critical value $E_{\text{cr}}$, by
analyzing the band structure and also on the basis of the effective Dirac
theory, we demonstrate the emergence of four helical zero-energy modes
propagating along nanotube. Accordingly, a silicon nanotube contains three
regions, namely, a topological insulator, a band insulator and a metallic
region separating these two types of insulators. The wave function of each zero
mode is localized within the metallic region, which may be used as a quantum
wire to transport spin currents in future spintronics. We present an analytic
expression of the wave function for each helical zero mode. These results are
applicable also to germanium nanotube.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 05:15:19 GMT'}]",2015-06-04,"[['Ezawa', 'Motohiko', '']]"
330014,1203.4655,"Stefan M\""uller","Stefan M\""uller and Peter Spaeth","Topological contact dynamics II: topological automorphisms, contact
  homeomorphisms, and non-smooth contact dynamical systems","39 pages, sequel to our previous paper arXiv:1110.6705v2 [math.SG]",,,,math.SG math.DS,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This sequel to our previous paper [MS11b] continues the study of topological
contact dynamics and applications to contact dynamics and topological dynamics.
We provide further evidence that the topological automorphism groups of a
contact structure and a contact form are the appropriate transformation groups
of contact dynamical systems. The article includes an examination of the groups
of time-one maps of topological contact and strictly contact isotopies, and the
construction of a bi-invariant metric on the latter. Moreover, every
topological contact or strictly contact dynamical system is arbitrarily close
to a continuous contact or strictly contact dynamical system with the same end
point. In particular, the above groups of time-one maps are independent of the
choice of norm in the definition of the contact distance. On every contact
manifold we construct topological contact dynamical systems with time-one maps
that fail to be Lipschitz continuous, and smooth contact vector fields whose
flows are topologically conjugate but not conjugate by a contact
C^1-diffeomorphism.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 05:53:52 GMT'}]",2012-03-22,"[['Müller', 'Stefan', ''], ['Spaeth', 'Peter', '']]"
330015,1203.4656,Tigran V. Shahbazyan,"Vitaliy N. Pustovit, Tigran V. Shahbazyan",Fluorescence quenching near small metal nanoparticles,"7 pages, 5 figures","J. Chem. Phys. 136, 204701 (2012)",10.1063/1.4721388,,cond-mat.mes-hall,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We develop a microscopic model for fluorescence of a molecule (or
semiconductor quantum dot) near a small metal nanoparticle. When a molecule is
situated close to metal surface, its fluorescence is quenched due to energy
transfer to the metal. We perform quantum-mechanical calculations of energy
transfer rates for nanometer-sized Au nanoparticles and find that non-local and
quantum-size effects significantly enhance dissipation in metal as compared to
those predicted by semiclassical electromagnetic models. However, the
dependence of transfer rates on molecule's distance to metal nanoparticle
surface, $d$, is significantly weaker than the $d^{-4}$ behavior for flat metal
surface with a sharp boundary predicted by previous calculations within random
phase approximation.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 06:07:14 GMT'}, {'version': 'v2', 'created': 'Tue, 15 May 2012 17:47:08 GMT'}]",2015-06-04,"[['Pustovit', 'Vitaliy N.', ''], ['Shahbazyan', 'Tigran V.', '']]"
330016,1203.4657,Chris Vale,"S. Hoinka, M. Lingham, M. Delehaye, and C. J. Vale",Dynamic spin response of a strongly interacting Fermi gas,Replaced with final version,"Phys. Rev. Lett. 109, 050403 (2012)",10.1103/PhysRevLett.109.050403,,cond-mat.quant-gas,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We present an experimental investigation of the dynamic spin response of a
strongly interacting Fermi gas using Bragg spectroscopy. By varying the
detuning of the Bragg lasers, we show that it is possible to measure the
response in the spin and density channels separately. At low Bragg energies,
the spin response is suppressed due to pairing, whereas the density response is
enhanced. These experiments provide the first independent measurements of the
spin-parallel and spin-antiparallel dynamic and static structure factors and
open the way to a complete study of the structure factors at any momentum. At
high momentum the spin-antiparallel dynamic structure factor displays a
universal high frequency tail, proportional to $\omega^{-5/2}$, where $\hbar
\omega$ is the probe energy.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 06:15:50 GMT'}, {'version': 'v2', 'created': 'Fri, 3 Aug 2012 03:34:51 GMT'}]",2012-08-06,"[['Hoinka', 'S.', ''], ['Lingham', 'M.', ''], ['Delehaye', 'M.', ''], ['Vale', 'C. J.', '']]"
330017,1203.4658,Andrii Sotnikov,"Andrii Sotnikov, Daniel Cocks, and Walter Hofstetter","Advantages of Mass-Imbalanced Ultracold Fermionic Mixtures for
  Approaching Quantum Magnetism in Optical Lattices","5 pages, 4 figures","Phys. Rev. Lett. 109, 065301 (2012)",10.1103/PhysRevLett.109.065301,,cond-mat.quant-gas quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We study magnetic phases of two-component mixtures of ultracold fermions with
repulsive interactions in optical lattices in the presence of hopping
imbalance. Our analysis is based on dynamical mean-field theory (DMFT) and its
real-space generalization at finite temperature. We study the temperature
dependence of the transition into the ordered state as a function of the
interaction strength and the imbalance parameter in two and three spatial
dimensions. We show that below the critical temperature for N\'{e}el order
mass-imbalanced mixtures also exhibit a charge-density wave, which provides a
directly observable signature of the ordered state. For the trapped system, we
compare our results obtained by real-space DMFT to a local-density
approximation. We calculate the entropy for a wide range of parameters and
identify regions, in which mass-imbalanced mixtures could have clear advantages
over balanced ones for the purpose of obtaining and detecting quantum
magnetism.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 06:30:42 GMT'}, {'version': 'v2', 'created': 'Mon, 13 Aug 2012 06:56:30 GMT'}]",2012-08-14,"[['Sotnikov', 'Andrii', ''], ['Cocks', 'Daniel', ''], ['Hofstetter', 'Walter', '']]"
330018,1203.4659,Tie  Liu,"Tie Liu, Yuefang Wu, Huawei Zhang, Sheng-Li Qin",Triggered star formation surrounding Wolf-Rayet star HD 211853,,"2012, ApJ, 751, 68",10.1088/0004-637X/751/1/68,,astro-ph.SR astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The environment surrounding Wolf-Rayet star HD 211853 is studied in molecular
emission, infrared emission, as well as radio and HI emission. The molecular
ring consists of well-separated cores, which have a volume density of 10$^{3}$
cm$^{-3}$ and kinematic temperature $\sim$20 K. Most of the cores are under
gravitational collapse due to external pressure from the surrounding ionized
gas. From SED modeling towards the young stellar objects (YSOs), sequential
star formation is revealed on a large scale in space spreading from the
Wolf-Rayet star to the molecular ring. A small scale sequential star formation
is revealed towards core A, which harbors a very young star cluster. Triggered
star formations is thus suggested. The presence of PDR, the fragmentation of
the molecular ring, the collapse of the cores, the large scale sequential star
formation indicate the ""Collect and Collapse"" process functions in this region.
The star forming activities in core A seem to be affected by the
""Radiation-Driven Implosion"" (RDI) process.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 06:32:00 GMT'}, {'version': 'v2', 'created': 'Thu, 10 May 2012 20:02:54 GMT'}]",2015-06-04,"[['Liu', 'Tie', ''], ['Wu', 'Yuefang', ''], ['Zhang', 'Huawei', ''], ['Qin', 'Sheng-Li', '']]"
330019,1203.466,Takanori Kida,"T. Kida, R. Kammuri, M. Hagiwara, S. Yoshii, W. Kobayashi, M. Iwakawa,
  I. Terasaki","High-field magnetization and magnetoresistance of the $A$-site ordered
  perovskite oxide CaCu$_{3}$Ti$_{4-x}$Ru$_{x}$O$_{12}$~($0 \le x \le 4$)","13 pages, 4 figures",Phys. Rev. B 85 (2012) 195122,10.1103/PhysRevB.85.195122,,cond-mat.mtrl-sci cond-mat.str-el,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We have measured high-field magnetization and magnetoresistance of
polycrystalline samples of the A-site ordered perovskite CaCu3Ti4-xRuxO12 (x=0
- 4) utilizing a non-destructive pulsed magnet. We find that the magnetization
for x=0.5, 1.0 and 1.5 is nonlinear, and tends to saturate in high fields. This
is highly nontrivial because the magnetization for x=0 and 4 is linear in
external field up to the highest one. We have analyzed this field dependence
based on the thermodynamics of magnetic materials, and propose that the
external fields delocalize the holes on the Cu2+ ions in order to maximize the
entropy. This scenario is qualitatively consistent with a large
magnetoresistance of -70% observed at 4.2 K at 52 T for x=1.5.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 06:42:24 GMT'}]",2012-05-15,"[['Kida', 'T.', ''], ['Kammuri', 'R.', ''], ['Hagiwara', 'M.', ''], ['Yoshii', 'S.', ''], ['Kobayashi', 'W.', ''], ['Iwakawa', 'M.', ''], ['Terasaki', 'I.', '']]"
330020,1203.4661,Ying Wei,"Ying Wei, Zhibiao Zhao, Dennis K. J. Lin",Profile control charts based on nonparametric $L$-1 regression methods,"Published in at http://dx.doi.org/10.1214/11-AOAS501 the Annals of
  Applied Statistics (http://www.imstat.org/aoas/) by the Institute of
  Mathematical Statistics (http://www.imstat.org)","Annals of Applied Statistics 2012, Vol. 6, No. 1, 409-427",10.1214/11-AOAS501,IMS-AOAS-AOAS501,stat.AP,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Classical statistical process control often relies on univariate
characteristics. In many contemporary applications, however, the quality of
products must be characterized by some functional relation between a response
variable and its explanatory variables. Monitoring such functional profiles has
been a rapidly growing field due to increasing demands. This paper develops a
novel nonparametric $L$-1 location-scale model to screen the shapes of
profiles. The model is built on three basic elements: location shifts, local
shape distortions, and overall shape deviations, which are quantified by three
individual metrics. The proposed approach is applied to the previously analyzed
vertical density profile data, leading to some interesting insights.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 06:59:11 GMT'}]",2012-03-22,"[['Wei', 'Ying', ''], ['Zhao', 'Zhibiao', ''], ['Lin', 'Dennis K. J.', '']]"
330021,1203.4662,Dong Sung Yoon,"Ja Kyung Koo, Dong Sung Yoon",Construction of class fields over cyclotomic fields,,"Kyoto J. Math. 56, no. 4 (2016), 803-829",10.1215/21562261-3664923,,math.NT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Let $\ell$ and $p$ be odd primes. For a positive integer $\mu$ let $k_\mu$ be
the ray class field of $k=\mathbb{Q}(e^{2\pi i/\ell})$ modulo $2p^\mu$. We
present certain class fields $K_\mu$ of $k$ such that $k_\mu\leq K_\mu\leq
k_{\mu+1}$, and find the degree of $K_\mu/k_\mu$ explicitly. And we also
construct, in the sense of Hilbert, primitive generators of the field $K_\mu$
over $k_\mu$ by using Shimura's reciprocity law and special values of theta
constants.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 07:11:43 GMT'}, {'version': 'v2', 'created': 'Wed, 24 Apr 2013 06:28:39 GMT'}, {'version': 'v3', 'created': 'Fri, 17 Jul 2015 06:25:55 GMT'}]",2016-12-21,"[['Koo', 'Ja Kyung', ''], ['Yoon', 'Dong Sung', '']]"
330022,1203.4663,Laila Alabidi Dr,"Laila Alabidi, Kazunori Kohri, Misao Sasaki and Yuuiti Sendouda",Observable Spectra of Induced Gravitational Waves from Inflation,"32 pages, 12 figures and 4 appendices","JCAP 09:017, 2012",10.1088/1475-7516/2012/09/017,KEK-TH-1531; KEK-Cosmo-91,astro-ph.CO gr-qc hep-ph hep-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Measuring the primordial power spectrum on small scales is a powerful tool in
inflation model building, yet constraints from Cosmic Microwave Background
measurements alone are insufficient to place bounds stringent enough to be
appreciably effective. For the very small scale spectrum, those which subtend
angles of less than 0.3 degrees on the sky, an upper bound can be extracted
from the astrophysical constraints on the possible production of primordial
black holes in the early universe. A recently discovered observational
by-product of an enhanced power spectrum on small scales, induced gravitational
waves, have been shown to be within the range of proposed space based
gravitational wave detectors; such as NASA's LISA and BBO detectors, and the
Japanese DECIGO detector. In this paper we explore the impact such a detection
would have on models of inflation known to lead to an enhanced power spectrum
on small scales, namely the Hilltop-type and running mass models. We find that
the Hilltop-type model can produce observable induced gravitational waves
within the range of BBO and DECIGO for integral and fractional powers of the
potential within a reasonable number of e-folds. We also find that the running
mass model can produce a spectrum within the range of these detectors, but
require that inflation terminates after an unreasonably small number of
e-folds. Finally, we argue that if the thermal history of the Universe were to
accomodate such a small number of e-folds the Running Mass Model can produce
Primordial Black Holes within a mass range compatible with Dark Matter, i.e.
within a mass range 10^{20}g< M_{BH}<10^{27}g.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 07:25:11 GMT'}, {'version': 'v2', 'created': 'Wed, 26 Sep 2012 06:14:59 GMT'}]",2012-09-27,"[['Alabidi', 'Laila', ''], ['Kohri', 'Kazunori', ''], ['Sasaki', 'Misao', ''], ['Sendouda', 'Yuuiti', '']]"
330023,1203.4664,Edward I. George,"Edward I. George, William E. Strawderman",A Tribute to Charles Stein,"Published in at http://dx.doi.org/10.1214/11-STS385 the Statistical
  Science (http://www.imstat.org/sts/) by the Institute of Mathematical
  Statistics (http://www.imstat.org)","Statistical Science 2012, Vol. 27, No. 1, 1-2",10.1214/11-STS385,IMS-STS-STS385,stat.ME,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In 1956, Charles Stein published an article that was to forever change the
statistical approach to high-dimensional estimation. His stunning discovery
that the usual estimator of the normal mean vector could be dominated in
dimensions 3 and higher amazed many at the time, and became the catalyst for a
vast and rich literature of substantial importance to statistical theory and
practice. As a tribute to Charles Stein, this special issue on minimax
shrinkage estimation is devoted to developments that ultimately arose from
Stein's investigations into improving on the UMVUE of a multivariate normal
mean vector. Of course, much of the early literature on the subject was due to
Stein himself, including a key technical lemma commonly referred to as Stein's
Lemma, which leads to an unbiased estimator of the risk of an almost arbitrary
estimator of the mean vector.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 07:27:22 GMT'}]",2012-03-22,"[['George', 'Edward I.', ''], ['Strawderman', 'William E.', '']]"
330024,1203.4665,Marco Boiti,"M. Boiti, F. Pempinelli, A. K. Pogrebkov",Extended resolvent of heat operator with multisoliton potential,arXiv admin note: text overlap with arXiv:1201.0152,,10.1007/s11232-012-0094-6,,nlin.SI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The heat operator with a general multisoliton potential is considered and its
extended resolvent, depending on a parameter $q\in\R^2$ is derived. Its
boundedness properties in all variables and its discontinuities in the
parameter $q$ are given. As the result, the Green's functions are introduced
and their properties are studied in detail.
","[{'version': 'v1', 'created': 'Wed, 21 Mar 2012 07:30:13 GMT'}]",2015-06-04,"[['Boiti', 'M.', ''], ['Pempinelli', 'F.', ''], ['Pogrebkov', 'A. K.', '']]"
